"l1"	"l2"	"l3"	"l4"	"l5"	"l6"	"l7"	"l8"	"l9"	"l10"	"l11"	"l12"	"l13"	"l14"	"l15"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"C11"	"C12"	"C13"	"C14"	"C15"	"R1"	"R2"	"R3"	"R4"	"R5"	"R6"	"R7"	"R8"	"R9"	"R10"	"R11"	"R12"	"R13"	"R14"	"R15"
9.270102	3.840989	20.999652	19.134147	14.335609	14.856337	14.999897	0	0	5.604768	5.08401	111.075488	99.968947	13.350449	5.728187	0.257799	0.131499	0.076316	6.19605	1.353851	0.073525	0.10635	0.26186	5.214617	0.091393	68.575051	0.153999	20.874793	1.23256	0.341089	0.006127	0.002915	0.010787	0.177673	0.01534	0.010374	0.011859	0.057173	0.090805	0.021018	0.119971	0.058444	0.134981	0.017282	0.008464
9.685734	4.791478	21.277904	20.289624	15.059783	16.124557	15.034394	0	0	5.280719	5.770923	109.060278	102.723648	14.918002	5.903798	0.32184	0.125151	0.090342	10.217319	1.202946	0.130564	0.099804	0.233679	6.065156	0.113047	60.285268	0.292672	21.220995	1.340799	0.574196	0.01022	0.001669	0.016774	0.030225	0.032483	0.010924	0.012638	0.120135	0.062001	0.074326	0.076197	0.087749	0.071982	0.025518	0.007252
10.142798	4.164196	19.403872	19.466541	14.156336	16.611845	14.334531	0	0	5.150619	5.699779	102.7601	107.206804	15.701809	6.326851	0.333414	0.151082	0.143307	7.486996	1.218955	0.08587	0.089022	0.166222	4.4179	0.07736	61.919725	0.280986	18.485417	1.305422	0.459943	0.007424	0.003523	0.017146	0.119362	0.011506	0.010249	0.010813	0.105992	0.119791	0.043032	0.046332	0.059229	0.108631	0.020653	0.006944
10.151751	4.401647	20.822968	20.967323	14.223401	14.984692	14.710595	0	0	5.729872	4.751283	105.441714	105.757183	16.775453	5.625102	0.313816	0.117173	0.190487	7.875603	1.35632	0.123683	0.108242	0.249071	4.362095	0.056362	51.630908	0.195492	20.552666	1.201149	0.461336	0.004908	0.001512	0.013886	0.06021	0.026393	0.007902	0.008172	0.06498	0.091813	0.022696	0.053804	0.149065	0.118214	0.022006	0.00335
10.504787	5.219768	18.92742	19.588246	14.402219	15.634511	14.30855	0	0	4.578286	4.382696	107.581941	103.455272	15.796446	5.647351	0.27819	0.130834	0.058929	8.172459	1.230541	0.133539	0.096141	0.142685	5.344069	0.119961	57.584408	0.202664	18.413888	1.174302	0.452402	0.004294	0.003328	0.011637	0.136698	0.01025	0.011427	0.013476	0.074217	0.113519	0.076873	0.045279	0.102193	0.079176	0.018425	0.010517
10.03017	4.641568	21.242463	19.20578	14.651177	15.286001	14.259973	0	0	4.594064	4.282442	107.760336	108.683731	14.307444	6.154527	0.310839	0.138129	0.291089	5.784571	1.327302	0.138725	0.098207	0.213456	5.191876	0.323684	52.592857	0.231713	15.9917	1.295247	0.523617	0.004802	0.002347	0.017726	0.109336	0.046631	0.008948	0.0074	0.165287	0.052569	0.073083	0.037796	0.109319	0.122855	0.015034	0.009481
10.407556	4.412583	20.866252	20.489749	14.532739	17.186391	14.071064	0	0	5.524848	5.545269	104.737636	109.701104	16.01753	5.889494	0.272399	0.12778	0.1959	8.092677	1.296318	0.103671	0.097365	0.185623	4.317972	0.362148	52.442279	0.233152	21.801102	1.261353	0.521812	0.007683	0.002546	0.018735	0.104094	0.016742	0.011528	0.008223	0.170292	0.124956	0.119129	0.044358	0.10784	0.07295	0.02538	0.009781
9.854647	5.185419	19.887842	18.418417	15.241974	16.076219	14.056463	0	0	5.032641	5.229877	114.491986	107.013701	13.947782	5.186637	0.260104	0.13777	0.335164	4.053506	1.351771	0.066081	0.109881	0.181766	5.433979	0.17012	58.216078	0.151448	22.003079	1.224846	0.486577	0.003963	0.003119	0.018306	0.121377	0.022455	0.013905	0.005543	0.060508	0.084567	0.12469	0.09904	0.069448	0.17021	0.027111	0.012799
9.794876	4.94226	20.720242	19.061052	14.026265	15.187847	14.518209	0	0	5.168147	4.82442	102.515048	111.456046	16.478073	6.084518	0.290369	0.128318	0.20468	9.585674	1.239361	0.089672	0.093665	0.167045	4.642115	0.265051	62.062374	0.173477	20.626105	1.343944	0.526879	0.008582	0.003557	0.014091	0.159084	0.031654	0.009583	0.010706	0.043904	0.160466	0.059352	0.126664	0.049111	0.098513	0.022528	0.007676
10.006664	4.177869	20.59345	19.375041	14.387665	15.607118	13.971051	0	0	4.881753	5.217894	109.608526	101.859032	12.475469	6.037146	0.262729	0.158354	0.069118	3.833584	1.379007	0.10913	0.092893	0.245482	5.762386	0.28089	65.499309	0.206298	19.553328	1.353132	0.616176	0.006936	0.002427	0.011456	0.137557	0.030088	0.00955	0.013684	0.1356	0.157915	0.044392	0.035795	0.119332	0.152207	0.010375	0.00764
9.350203	4.309805	20.290552	19.077605	13.823606	15.6024	14.437495	0	0	4.546063	4.840221	106.831851	107.578393	14.132371	5.919411	0.293237	0.129062	0.257834	5.488092	1.336879	0.119569	0.103278	0.137893	5.405937	0.210441	54.811297	0.172274	19.759257	1.146754	0.394084	0.008355	0.003499	0.017394	0.096742	0.024274	0.011384	0.013532	0.125102	0.112862	0.066722	0.066775	0.11333	0.089248	0.019708	0.005878
9.430577	4.38687	21.421271	19.84417	14.440268	16.149472	13.905605	0	0	4.726469	4.364876	107.429528	107.253088	14.037346	5.806711	0.240349	0.146137	0.131472	5.314119	1.246445	0.079418	0.101572	0.170547	4.80183	0.270304	70.787695	0.236386	22.414035	1.337209	0.494768	0.007235	0.002712	0.017457	0.166589	0.012968	0.010009	0.010619	0.153026	0.150765	0.017828	0.070251	0.168537	0.126341	0.011893	0.009341
10.624358	4.659399	19.21256	19.261696	14.053329	15.92893	14.973597	0	0	5.084883	4.423126	96.306045	104.941284	15.212923	6.46656	0.315552	0.136237	0.32278	5.565879	1.168274	0.08076	0.094799	0.215416	5.856464	0.165015	61.128299	0.315239	16.181993	1.425357	0.417762	0.008516	0.00384	0.013051	0.036349	0.02677	0.013044	0.011002	0.109014	0.089661	0.077978	0.055121	0.092891	0.106275	0.013195	0.006707
10.249514	4.266999	19.751887	19.522023	14.589005	15.748935	14.010311	0	0	4.459623	5.16943	111.988122	100.394501	15.317018	5.430944	0.28868	0.109517	0.187342	9.910799	1.225585	0.132241	0.110905	0.20301	5.601213	0.196766	58.764039	0.22944	20.439548	1.326232	0.636621	0.008147	0.002273	0.011799	0.095079	0.01456	0.012076	0.00837	0.077759	0.123496	0.054817	0.134963	0.102806	0.130521	0.02143	0.004092
10.116304	4.460634	20.36565	20.360625	14.590907	16.09085	14.033307	0	0	5.198777	5.361219	107.202036	110.770261	13.810857	6.240299	0.217529	0.111849	0.167352	5.724672	1.421755	0.10829	0.09766	0.243475	5.488879	0.251423	55.858806	0.193921	18.256273	1.400552	0.414929	0.00715	0.004173	0.013925	0.049626	0.02905	0.008859	0.008548	0.098279	0.17709	0.134368	0.113064	0.043982	0.13964	0.014515	0.005626
10.204307	4.225209	19.841341	18.63172	14.684441	16.017687	14.533994	0	0	5.395952	4.954987	107.993226	109.951068	14.708259	6.360997	0.26602	0.135107	0.042984	7.987593	1.375698	0.143864	0.10742	0.283548	3.86675	0.298674	60.042757	0.242195	24.446797	1.346303	0.491793	0.005364	0.00309	0.013232	0.14394	0.041075	0.009478	0.011606	0.097277	0.118791	0.061104	0.014448	0.134601	0.179252	0.030308	0.008975
9.920505	5.280082	19.594869	20.498052	14.22927	15.43369	14.465947	0	0	5.384108	4.688267	105.213316	113.233262	14.657889	6.134475	0.291523	0.139512	0.21101	6.444654	1.14839	0.139523	0.096473	0.238213	4.532308	0.241095	59.708318	0.25058	22.145451	1.173787	0.50485	0.007224	0.002028	0.010673	0.107896	0.019328	0.011034	0.009471	0.131317	0.105279	0.040146	0.049876	0.076182	0.074223	0.022439	0.008054
10.081303	4.495015	19.636629	19.308633	15.309634	16.633836	15.200672	0	0	5.2542	4.6194	115.107372	103.925449	14.626554	6.101765	0.272836	0.12484	0.153621	6.773331	1.420564	0.075879	0.093471	0.245427	6.21726	0.141018	51.323962	0.134351	15.569733	1.220681	0.475979	0.00735	0.00246	0.013551	0.139886	0.015795	0.009854	0.007956	0.051829	0.133237	0.038317	0.104507	0.051541	0.022942	0.025909	0.005589
9.826019	4.041044	18.567802	20.543895	14.506691	16.433746	14.794329	0	0	4.682857	5.514532	102.958814	103.225456	13.641479	6.719749	0.243869	0.122048	0.280258	7.69585	1.19583	0.116879	0.108663	0.225258	5.651233	0.040007	62.699431	0.055777	23.806308	1.302869	0.62566	0.008123	0.002837	0.019413	0.131574	0.020288	0.009376	0.009058	0.038847	0.155157	0.050761	0.02561	0.131696	0.064336	0.016182	0.00505
9.392437	4.877822	20.411389	19.178834	14.806254	15.825915	14.677655	0	0	4.608026	5.448137	110.353538	107.910227	14.073784	6.223296	0.309671	0.112426	0.193977	6.926534	1.143001	0.115257	0.111412	0.191764	5.269031	0.244579	59.057968	0.311936	19.993067	1.377965	0.567167	0.009201	0.001878	0.007949	0.087494	0.034053	0.011188	0.01022	0.176725	0.144614	0.130767	0.08195	0.035549	0.171556	0.022793	0.010867
9.947643	4.728213	20.085811	18.973818	14.794844	15.508242	14.848273	0	0	4.929214	5.114486	97.61098	111.730234	13.924604	5.975349	0.306162	0.133424	0.309503	5.045481	1.19671	0.070591	0.08474	0.134589	5.675218	0.343819	65.703843	0.086043	20.284583	1.302161	0.562579	0.007105	0.004064	0.012708	0.125536	0.040676	0.012826	0.006693	0.029024	0.103262	0.098891	0.089896	0.025631	0.110376	0.016275	0.009095
10.29377	4.63608	19.053764	19.831094	14.116742	15.726569	13.955504	0	0	4.79983	4.671908	104.068914	105.561448	15.007667	6.067022	0.234565	0.123649	0.183627	7.410069	1.399133	0.118614	0.116353	0.286783	5.3728	0.201536	53.123749	0.157599	17.70189	1.455076	0.547523	0.005836	0.00336	0.018401	0.112273	0.030822	0.010588	0.006805	0.080821	0.141585	0.056899	0.023936	0.06178	0.133785	0.019975	0.011883
10.674356	4.806992	20.553558	20.439724	15.265589	16.735789	14.15396	0	0	4.94414	4.909001	101.315766	108.243048	15.8503	5.879659	0.30067	0.15958	0.116388	9.735362	1.279785	0.083409	0.098565	0.200919	3.617768	0.266832	67.75091	0.040549	23.494593	1.356968	0.510535	0.005463	0.002602	0.019969	0.127604	0.016901	0.008164	0.011439	0.062972	0.12889	0.030608	0.085092	0.094737	0.047746	0.028799	0.004886
9.969929	4.623899	20.832883	18.749488	14.379027	15.913141	14.531887	0	0	4.86095	4.9733	98.772208	109.419856	12.449051	6.143513	0.317469	0.100974	0.051828	6.458563	1.267467	0.067962	0.102581	0.18954	4.40161	0.161413	58.057192	0.12168	15.813914	1.398144	0.535661	0.004631	0.002295	0.016399	0.048961	0.023034	0.01013	0.014648	0.157405	0.082226	0.107047	0.01809	0.086872	0.039643	0.015484	0.007792
9.841178	4.662713	20.66452	20.063323	14.985107	16.169834	14.392194	0	0	4.888737	5.257188	103.265441	112.517356	12.701485	6.002448	0.288029	0.140015	0.36166	7.024822	1.288484	0.078088	0.098967	0.224789	5.143967	0.273167	53.566763	0.257	24.723908	1.248848	0.4044	0.007017	0.001594	0.01987	0.145513	0.045337	0.009035	0.009784	0.167082	0.108659	0.09714	0.113222	0.080949	0.084194	0.02031	0.004858
10.78819	4.015835	20.428522	20.342944	14.271191	15.359291	14.183053	0	0	5.180186	5.01821	103.756439	101.474537	12.939637	6.511569	0.250999	0.132467	0.202209	6.116396	1.410089	0.12472	0.106968	0.175977	4.472987	0.148815	47.840312	0.149834	19.646343	1.239878	0.425487	0.006997	0.00404	0.009862	0.164438	0.02953	0.011107	0.006945	0.078922	0.122111	0.041586	0.076753	0.106524	0.094917	0.019518	0.009578
9.8749	3.798068	19.261453	19.404446	15.146435	16.803202	14.764841	0	0	5.427611	5.023741	112.134725	102.847917	13.085413	5.396928	0.283898	0.098019	0.224486	8.601639	1.277908	0.098775	0.104786	0.198184	5.973159	0.254065	66.16975	0.129246	17.070206	1.359563	0.454569	0.00657	0.003302	0.007678	0.09923	0.047358	0.01328	0.007093	0.092869	0.185922	0.108926	0.116196	0.12459	0.054091	0.015658	0.009843
9.758518	4.51591	21.341009	18.924584	15.120558	16.572116	13.71487	0	0	5.005761	5.530197	103.512814	104.429139	14.783535	6.217071	0.302798	0.120046	0.109432	7.082293	1.233569	0.134654	0.105982	0.199494	4.049567	0.1291	65.090212	0.283288	19.057974	1.373918	0.401921	0.005283	0.003881	0.015171	0.063167	0.031003	0.010497	0.014187	0.135301	0.158854	0.048663	0.011042	0.091912	0.060393	0.011637	0.008224
10.043287	3.99268	21.202513	19.32145	14.973813	16.696268	14.480029	0	0	5.776346	4.994822	106.70831	106.000005	12.227575	6.416381	0.247614	0.129681	0.233816	6.840499	1.310422	0.097143	0.08684	0.222077	5.509216	0.095209	48.314684	0.158697	18.554482	1.284437	0.44902	0.007549	0.001936	0.014709	0.126807	0.038074	0.012539	0.008002	0.109973	0.106931	0.03482	0.079936	0.053439	0.113123	0.028067	0.01092
9.74106	4.782039	20.260134	20.206541	14.47342	16.395067	15.161045	0	0	4.756153	4.578135	110.888699	101.031352	13.590498	5.951031	0.233299	0.142553	0.174619	8.341956	1.292336	0.115945	0.096996	0.184106	5.356951	0.1809	55.960635	0.208181	17.272937	1.296759	0.37345	0.007808	0.004094	0.016899	0.10617	0.035939	0.011155	0.009325	0.1553	0.154242	0.084941	0.04908	0.111175	0.064637	0.014843	0.006005
10.708924	4.454804	20.00004	19.647968	13.97361	16.985485	13.847499	0	0	4.504838	5.296074	100.341756	105.08766	13.887259	6.711696	0.26986	0.134522	0.204037	8.494306	1.387778	0.077167	0.094096	0.169506	6.440579	0.291563	55.582447	0.297915	17.578332	1.231711	0.579503	0.009438	0.0046	0.009033	0.11749	0.031484	0.013405	0.010574	0.068776	0.085994	0.105418	0.106066	0.135659	0.068962	0.024167	0.005432
9.931403	4.528571	20.909697	20.607978	14.879493	16.482925	14.547549	0	0	5.262864	5.155659	112.33353	109.12754	16.729979	5.725525	0.270126	0.143204	0.111436	7.821892	1.340899	0.127422	0.097936	0.209272	4.004545	0.301082	59.615573	0.274297	23.083105	1.25673	0.489459	0.007612	0.001745	0.012176	0.130613	0.034675	0.010997	0.010003	0.090557	0.088731	0.024887	0.078968	0.009094	0.062735	0.01713	0.004296
10.260019	4.963649	18.81505	21.479906	14.610138	16.373542	14.637574	0	0	4.552098	4.597829	108.543748	106.629412	12.82643	6.247468	0.276274	0.110009	0.160056	7.137002	1.306002	0.107298	0.09449	0.202015	4.082856	0.20395	48.889543	0.319865	20.72454	1.442731	0.354562	0.007837	0.004495	0.015069	0.084165	0.014222	0.007816	0.008482	0.128108	0.077822	0.07857	0.060026	0.018636	0.092506	0.014699	0.007583
10.212837	4.380452	21.121529	20.033638	14.64716	15.902994	14.508199	0	0	4.671892	4.853433	98.714133	99.462264	15.259381	5.219441	0.325179	0.098965	0.122637	4.285086	1.401369	0.066456	0.095231	0.183699	6.264015	0.147511	56.676533	0.092879	21.318052	1.274901	0.516135	0.008747	0.002885	0.010418	0.113433	0.018903	0.0097	0.007182	0.098897	0.059451	0.06958	0.068474	0.141388	0.116587	0.007788	0.008505
9.895168	4.061674	18.597621	18.643965	14.616334	15.717555	14.708019	0	0	5.093391	4.410406	113.07181	112.933393	14.904893	6.122788	0.324836	0.126232	0.299455	8.969868	1.432477	0.110939	0.104111	0.264657	4.624467	0.236149	64.363759	0.261286	20.192755	1.395984	0.441328	0.004714	0.003435	0.01293	0.16977	0.020853	0.01035	0.008889	0.088863	0.057335	0.071116	0.09673	0.031487	0.028904	0.017502	0.007506
10.466897	4.998487	19.9245	20.393656	14.634538	16.374182	14.813161	0	0	5.112557	4.834144	99.112361	112.221418	16.003241	6.110734	0.312365	0.149941	0.254205	6.083173	1.318631	0.101516	0.103505	0.230267	4.254094	0.176043	63.002256	0.214303	18.995725	1.274944	0.455781	0.005894	0.002441	0.011931	0.134392	0.021388	0.011751	0.010511	0.114147	0.067564	0.090697	0.057505	0.084564	0.131624	0.02322	0.006171
9.991271	4.287985	18.767464	20.13181	14.534055	15.783247	15.245451	0	0	4.808415	5.675679	110.585248	112.367818	13.668181	5.996839	0.237688	0.121486	0.179899	9.364832	1.322918	0.082503	0.102034	0.231448	5.111627	0.220011	54.513213	0.333526	17.485248	1.314288	0.653513	0.006108	0.00429	0.011022	0.180291	0.012549	0.008493	0.006353	0.111743	0.079937	0.095029	0.027756	0.157925	0.151014	0.01077	0.012087
9.766941	4.076937	19.443356	21.180728	13.948603	15.767717	14.197886	0	0	4.901706	4.936942	102.664495	105.428941	13.765454	5.468596	0.282572	0.138955	0.162606	6.590433	1.372028	0.088165	0.096022	0.213225	5.078086	0.316957	57.774155	0.279647	20.269634	1.349968	0.497012	0.004123	0.002765	0.015769	0.0341	0.013474	0.012381	0.012301	0.122142	0.111326	0.074615	0.0525	0.154661	0.103368	0.019103	0.012186
10.309622	4.705697	19.31329	20.735928	15.184923	16.274066	14.596119	0	0	5.184742	5.619413	101.06612	107.771326	15.088414	5.703298	0.252527	0.130976	0.301294	4.386156	1.426047	0.088453	0.108324	0.220991	5.162177	0.157742	58.526941	0.137397	22.094195	1.246887	0.54347	0.006592	0.002864	0.009223	0.102944	0.018578	0.01029	0.006434	0.024064	0.105653	0.080263	0.093947	0.065748	0.08808	0.023594	0.010712
10.223824	5.003182	19.607121	21.629585	14.699001	16.440737	14.498815	0	0	4.482387	4.720175	103.059334	105.881244	13.538	5.285734	0.29576	0.154787	0.230687	6.299136	1.299346	0.147347	0.109283	0.229661	4.455356	0.284788	60.652194	0.200683	22.833238	1.25201	0.386293	0.006641	0.00362	0.012865	0.063784	0.024895	0.012122	0.011678	0.119564	0.087441	0.123755	0.058596	0.07689	0.082157	0.026552	0.010292
10.429116	3.942427	20.322921	19.937647	14.160756	15.475357	15.232254	0	0	4.255687	5.47976	108.484647	104.78394	14.494335	5.856469	0.299443	0.103577	0.124342	4.001146	1.248555	0.128276	0.105768	0.236666	4.268984	0.255578	57.341668	0.161889	18.116292	1.37046	0.528214	0.006498	0.001894	0.011107	0.15777	0.032833	0.010769	0.012128	0.100455	0.147263	0.033426	0.101945	0.032854	0.076315	0.02613	0.009903
9.98025	4.693047	19.190482	20.780209	14.555986	15.869725	14.039636	0	0	5.310746	5.565344	101.601988	108.578114	13.220406	6.652551	0.282936	0.114216	0.313234	8.701725	1.214036	0.146886	0.110207	0.163474	5.118768	0.24192	51.087778	0.325764	17.993319	1.234928	0.552149	0.009966	0.00378	0.011192	0.111522	0.044239	0.011348	0.010831	0.142932	0.133447	0.070389	0.040846	0.023406	0.143028	0.018206	0.010621
9.830485	4.608028	20.514416	19.985501	14.301168	15.802054	14.323541	0	0	5.566337	5.801112	113.735892	106.349364	13.519271	5.770488	0.23012	0.137086	0.066923	9.141395	1.334123	0.087194	0.092298	0.280956	5.683796	0.310493	60.461748	0.191394	19.726536	1.287524	0.600884	0.006511	0.003035	0.008248	0.13505	0.029729	0.010873	0.012367	0.111256	0.136065	0.004261	0.047518	0.138383	0.038718	0.019471	0.011329
10.020763	4.901243	19.663044	18.869182	14.916988	15.974583	14.864195	0	0	4.910578	5.17552	110.671825	102.0654	15.035656	6.440966	0.245994	0.148345	0.256359	5.442858	1.361971	0.108031	0.08827	0.197345	5.780436	0.081411	58.844934	0.103343	22.913936	1.282491	0.501949	0.007782	0.002961	0.012462	0.110692	0.038461	0.00861	0.00945	0.04092	0.117337	0.065465	0.021004	0.021382	0.144165	0.009803	0.010072
9.7118	4.564505	19.113326	21.264044	14.134466	14.747735	13.786392	0	0	5.079256	4.233138	102.138683	108.168214	15.493006	5.750152	0.264713	0.156518	0.164856	7.913973	1.300869	0.112811	0.098686	0.262271	6.098951	0.35228	66.599819	0.066988	17.18468	1.408706	0.538169	0.005001	0.004151	0.012035	0.09109	0.027226	0.013569	0.010151	0.047553	0.116421	0.035712	0.120842	0.165305	0.149674	0.023158	0.011192
9.618771	4.866187	18.461346	21.06092	14.409688	16.654806	14.747588	0	0	5.45002	5.207552	109.825253	100.805675	16.569143	5.680606	0.285715	0.150581	0.100662	5.902689	1.257624	0.117589	0.097963	0.146037	3.74189	0.226561	62.395543	0.337442	20.932113	1.321563	0.648863	0.005202	0.003679	0.015867	0.092202	0.025164	0.008734	0.010097	0.055767	0.143689	0.008486	0.084419	0.051987	0.125853	0.012285	0.003258
9.190442	4.141952	20.628957	21.42404	14.213317	15.218245	14.404291	0	0	4.988183	4.454388	101.013516	105.298438	12.760736	5.667491	0.328858	0.129438	0.242167	8.866049	1.205855	0.105199	0.102285	0.222545	5.830073	0.185311	59.254959	0.078176	19.811388	1.299849	0.546577	0.008846	0.002941	0.014548	0.044178	0.036504	0.00993	0.012542	0.070639	0.163372	0.061957	0.085956	0.152478	0.155462	0.013696	0.006796
9.538455	4.201049	20.47637	20.089988	14.444548	17.104735	14.8366	0	0	4.635138	5.070037	98.417699	110.301379	14.113586	6.195949	0.31915	0.114697	0.279434	7.770191	1.349011	0.07628	0.101652	0.204138	6.337718	0.237994	49.713712	0.098591	16.88858	1.313434	0.367725	0.006359	0.003913	0.016576	0.122067	0.033682	0.011262	0.008688	0.133658	0.137869	0.051591	0.081343	0.077589	0.128077	0.017606	0.009118
10.582762	4.568689	18.644761	20.250126	14.89329	16.473192	14.430279	0	0	4.464342	5.283533	101.768025	111.130081	12.905978	6.657961	0.274157	0.138698	0.23725	6.783008	1.395263	0.09301	0.110613	0.173615	4.333126	0.099116	70.331837	0.182938	16.649717	1.278661	0.586884	0.00604	0.004375	0.016009	0.072883	0.026017	0.010789	0.010954	0.102953	0.109233	0.032233	0.059353	0.100704	0.083896	0.017813	0.00864
10.18556	3.925616	20.064721	19.5739	15.062835	16.54738	15.299442	0	0	5.608677	5.323479	106.064013	113.297107	15.443017	5.98077	0.30448	0.141342	0.175028	7.539699	1.28893	0.097562	0.09703	0.210976	5.574779	0.12259	66.846102	0.19878	21.402966	1.267863	0.391138	0.006759	0.002166	0.013509	0.077316	0.028596	0.012009	0.011302	0.087753	0.064865	0.0294	0.130228	0.041461	0.056825	0.021208	0.008393
10.127881	4.242035	19.992861	19.390123	15.003927	17.224864	14.101643	0	0	5.548148	5.328805	114.873157	97.357606	13.047144	6.349885	0.280746	0.132163	0.136908	8.568078	1.30317	0.081918	0.087723	0.269992	4.657829	0.126319	66.37527	0.079291	24.239318	1.209199	0.533513	0.008038	0.003379	0.012772	0.095517	0.048944	0.013772	0.010339	0.150737	0.127617	0.053642	0.063283	0.055395	0.15837	0.018851	0.00641
9.808744	5.145641	21.433734	21.358013	14.075037	15.310906	14.173528	0	0	4.775825	4.952389	102.381602	99.717384	14.247482	5.316504	0.21511	0.145792	0.191571	6.337879	1.320908	0.105945	0.0855	0.162182	4.835757	0.230257	62.484681	0.34944	21.505685	1.407099	0.481539	0.003725	0.002227	0.010835	0.101473	0.035534	0.008411	0.007641	0.107861	0.098419	0.016148	0.064387	0.082731	0.136352	0.013559	0.007837
10.001779	5.106137	18.75106	19.524672	14.488312	15.964483	13.718126	0	0	4.527862	4.542121	115.224465	100.142587	15.149648	5.325153	0.257659	0.146944	0.27036	6.181784	1.458284	0.089408	0.093148	0.239177	5.373484	0.276644	70.721656	0.298136	15.067415	1.302104	0.446999	0.007705	0.002804	0.016686	0.05689	0.018591	0.009374	0.009314	0.169137	0.190225	0.079798	0.116551	0.05022	0.168762	0.02135	0.011621
10.051488	4.14239	20.811185	18.485836	14.898757	15.95906	14.892946	0	0	5.536823	4.321557	103.471302	109.164237	15.44944	6.243153	0.290707	0.115485	0.03637	7.231364	1.225022	0.146674	0.102328	0.201012	4.863424	0.130865	72.239837	0.231743	17.536452	1.31571	0.485572	0.009306	0.003936	0.017205	0.130499	0.030578	0.013068	0.013533	0.085704	0.062326	0.027205	0.029175	0.123223	0.047309	0.020382	0.007309
10.420599	5.227099	19.486123	21.599113	14.7566	15.618283	14.476709	0	0	5.266444	4.943702	109.318579	113.904379	16.072442	5.992869	0.300227	0.13219	0.091219	4.932117	1.34644	0.112828	0.105741	0.142129	5.152461	0.258028	61.503137	0.245699	16.349447	1.187803	0.433188	0.006483	0.002736	0.018295	0.157341	0.034197	0.012013	0.014807	0.123158	0.14557	0.044627	0.089089	0.066606	0.153817	0.014318	0.005192
10.253706	4.870776	19.599424	20.693651	14.163045	15.428999	14.665536	0	0	5.226684	5.680349	113.324317	108.718273	16.634804	6.39275	0.284732	0.139588	0.148005	6.13127	1.339653	0.098444	0.098093	0.220876	5.662968	0.204826	60.913626	0.341931	19.593197	1.149147	0.495301	0.004384	0.002845	0.010459	0.138046	0.011063	0.011407	0.011049	0.155208	0.11499	0.114208	0.043521	0.051965	0.072029	0.013112	0.008061
10.468813	3.837218	19.469566	20.641605	14.83706	16.202329	14.047021	0	0	4.668021	4.589834	111.454982	98.958438	16.839917	5.620051	0.316905	0.136793	0.267706	5.756577	1.360672	0.119818	0.106878	0.211425	5.201734	0.18883	55.410619	0.190787	17.615292	1.28439	0.626165	0.005124	0.003059	0.013261	0.154079	0.021107	0.011154	0.010961	0.146167	0.13609	0.106905	0.026255	0.009885	0.020763	0.027041	0.005931
9.83498	4.382499	20.196354	20.388319	14.593979	15.082542	14.409262	0	0	5.398677	5.34919	101.239305	111.819936	16.122902	5.906048	0.288104	0.151914	0.321273	7.129583	1.258384	0.140353	0.109924	0.257324	5.797175	0.0832	50.657223	0.265993	23.692086	1.216515	0.404541	0.007001	0.002778	0.016857	0.03856	0.034364	0.011671	0.013309	0.050825	0.145444	0.088817	0.013656	0.09862	0.106118	0.022903	0.008131
9.815278	4.247538	19.905815	20.432585	14.332141	15.793747	14.128748	0	0	4.290957	5.358565	103.638634	105.514507	13.457049	6.273838	0.29852	0.133063	0.361904	8.426893	1.417719	0.090501	0.114243	0.216411	5.127523	0.160857	67.32442	0.148279	17.220778	1.345083	0.442947	0.006059	0.003883	0.011786	0.169518	0.045737	0.012732	0.012822	0.102726	0.167477	0.078172	0.062697	0.108033	0.117733	0.018429	0.010279
10.108245	4.559934	19.802124	18.593409	14.251751	15.370867	14.435898	0	0	5.061887	4.713901	104.883589	97.540056	14.102524	6.525973	0.249319	0.129104	0.212951	7.699642	1.295871	0.144175	0.101462	0.163325	4.821013	0.265652	61.331417	0.132415	19.088556	1.140375	0.491596	0.00655	0.002516	0.013814	0.189195	0.030863	0.014089	0.008559	0.101965	0.081483	0.058498	0.048185	0.105929	0.137261	0.022788	0.004995
10.395593	4.668688	18.846637	20.896249	14.378065	17.013913	14.532659	0	0	5.190544	4.98873	110.134615	98.416368	12.443018	6.22267	0.264744	0.130536	0.1931	6.705751	1.210673	0.065445	0.112453	0.238092	4.807542	0.291262	67.100359	0.111057	16.81314	1.328254	0.460209	0.00855	0.001622	0.018419	0.100518	0.039314	0.013217	0.007134	0.143014	0.138574	0.015997	0.073173	0.152937	0.118636	0.011942	0.008752
9.327971	4.991889	20.688199	19.066277	14.274135	16.808425	14.815436	0	0	5.095619	4.487876	105.754864	98.029843	14.504259	5.869046	0.27775	0.140963	0.232072	9.474373	1.221535	0.092028	0.115183	0.181328	5.889158	0.16492	56.726645	0.143339	23.461889	1.26056	0.605297	0.008171	0.003493	0.014273	0.144634	0.016944	0.011423	0.008196	0.112626	0.041206	0.07676	0.107875	0.159109	0.111711	0.023302	0.005392
