"GASRR"	"GASClv"	"GASCrv"	"GASRub"	"GASRrc"	"GASRsc"	"GASRlc"	"GASVub"	"GASVrc"	"GASVsc"	"GASVlc"	"GAPRR"	"GCPRub"	"GCPRrc"	"GCPRsc"	"GCPRlc"	"GCPVub"	"GCPVrc"	"GCPVsc"	"GCPVlc"
0.012177	0.014636	0.018847	-0.19011	-0.14146	-0.164878	-0.140574	5.243656	1.232402	11.814959	8.235311	0.006294	-0.297979	-0.22364	-0.292215	-0.345786	14.675821	2.326931	62.400666	29.469681
0.012308	0.013299	0.021114	-0.17783	-0.131691	-0.118075	-0.128846	6.43688	1.299605	11.262509	7.731932	0.004213	-0.31267	-0.378812	-0.256458	-0.340979	11.89066	2.859557	74.914238	29.241163
0.009387	0.014047	0.025113	-0.163211	-0.103917	-0.087415	-0.132885	6.626005	1.446497	11.516566	7.324043	0.006576	-0.245452	-0.334605	-0.2798	-0.349857	15.594501	2.671696	44.579799	22.462114
0.011876	0.014174	0.022764	-0.167188	-0.108434	-0.162329	-0.18725	5.491497	1.305726	12.896577	5.451469	0.006396	-0.273783	-0.350634	-0.357261	-0.286432	11.224537	2.000665	76.636174	32.796385
0.011358	0.013495	0.019387	-0.088256	-0.127876	-0.175044	-0.071678	4.368275	0.993354	14.570642	7.063475	0.01067	-0.283809	-0.338169	-0.332421	-0.372975	16.440331	2.779349	55.731176	37.731704
0.014388	0.013822	0.022358	-0.152245	-0.148315	-0.163284	-0.181242	6.35404	1.365663	13.885133	6.91426	0.010737	-0.281204	-0.305442	-0.269376	-0.326108	12.627985	3.068792	59.384919	23.28664
0.015463	0.01537	0.025035	-0.160936	-0.11632	-0.092554	-0.096562	5.394549	1.241044	11.784536	5.869642	0.011562	-0.259461	-0.315134	-0.320196	-0.297923	11.663143	2.890014	66.041973	30.193192
0.010523	0.015475	0.020043	-0.184149	-0.077916	-0.120284	-0.110099	5.859774	1.412885	13.63948	6.789105	0.012714	-0.347886	-0.348627	-0.278853	-0.315964	16.891315	3.208732	57.333837	27.500162
0.009451	0.014813	0.020696	-0.108719	-0.170893	-0.100956	-0.159602	4.645194	1.267035	13.296588	5.572786	0.015124	-0.325534	-0.285563	-0.24959	-0.255453	12.152758	2.403649	68.253935	28.208401
0.016565	0.013355	0.020178	-0.116217	-0.15313	-0.174746	-0.116089	4.727308	1.014399	14.195124	6.226657	0.011295	-0.22628	-0.297945	-0.325254	-0.318332	15.266875	2.54819	51.980612	28.446351
0.015611	0.015346	0.022428	-0.08355	-0.201407	-0.113814	-0.110608	5.818295	0.983141	10.581488	6.704435	0.007781	-0.252842	-0.2774	-0.319551	-0.285979	10.835258	2.043424	55.63937	32.011083
0.017341	0.01478	0.023707	-0.05807	-0.08857	-0.1187	-0.092331	6.253222	1.069396	14.472373	7.239139	0.008536	-0.276244	-0.327987	-0.285844	-0.289327	13.401192	2.715742	66.5275	38.747978
0.008475	0.012969	0.020731	-0.182572	-0.12425	-0.123393	-0.120036	5.738338	1.591064	14.964207	6.982696	0.005726	-0.230929	-0.288653	-0.31247	-0.299889	14.560192	3.111671	75.205386	36.71352
0.014029	0.014934	0.021528	-0.19427	-0.187014	-0.09085	-0.177665	5.497996	1.183377	14.684942	7.713027	0.011273	-0.319002	-0.34085	-0.313925	-0.300363	13.178733	2.628167	82.836654	37.391276
0.013597	0.013122	0.023597	-0.14851	-0.138626	-0.189175	-0.199898	5.097056	1.194687	14.441578	8.045222	0.004932	-0.286043	-0.325158	-0.232366	-0.269154	15.360347	3.443106	71.676005	31.158507
0.010676	0.012817	0.019554	-0.091822	-0.110279	-0.067194	-0.136631	6.151274	1.495431	12.587606	5.308493	0.012236	-0.257269	-0.377478	-0.347552	-0.293962	11.137544	3.383983	64.455319	27.112417
0.01328	0.014187	0.016191	-0.124979	-0.144681	-0.061975	-0.18886	5.136889	1.351078	12.01483	6.390549	0.010841	-0.351948	-0.237842	-0.277717	-0.350336	11.395069	3.125253	66.848114	24.802306
0.007622	0.013735	0.019146	-0.144407	-0.107035	-0.144981	-0.155953	5.654012	1.257822	12.094797	5.816337	0.011067	-0.284226	-0.364543	-0.307456	-0.321702	14.698741	2.875811	67.684377	29.625293
0.012535	0.012524	0.020829	-0.149872	-0.111599	-0.083435	-0.140175	4.321847	1.148242	10.017606	6.730609	0.007149	-0.367501	-0.317736	-0.282766	-0.331911	13.86459	2.964329	65.280718	27.468545
0.014968	0.012666	0.017553	-0.101787	-0.083024	-0.104067	-0.141724	6.08317	1.174208	13.097411	5.956136	0.005911	-0.270506	-0.316477	-0.243576	-0.276624	13.236852	3.22459	60.73062	21.139163
0.008214	0.014212	0.02096	-0.059038	-0.058759	-0.150455	-0.073135	3.940141	1.280733	13.56621	7.419116	0.011981	-0.263687	-0.314081	-0.282551	-0.280676	14.246613	3.282214	64.648792	34.027916
0.009012	0.014003	0.021317	-0.075794	-0.115816	-0.179026	-0.125339	4.296314	1.23803	13.527546	7.905594	0.010013	-0.329851	-0.306051	-0.367193	-0.28472	17.014764	1.945388	70.332007	29.926779
0.012058	0.01404	0.021689	-0.061884	-0.156433	-0.103808	-0.152591	6.191484	1.50493	10.724175	7.337609	0.012338	-0.247544	-0.326398	-0.289068	-0.262327	9.959444	2.518229	71.43385	33.037613
0.009666	0.015014	0.023026	-0.130461	-0.176346	-0.058393	-0.173052	5.687755	1.44069	12.383617	6.28024	0.009627	-0.241124	-0.283508	-0.240136	-0.272785	12.031083	3.245871	65.975292	28.340083
0.009935	0.013844	0.021604	-0.088568	-0.134515	-0.142231	-0.161469	4.557426	1.328697	13.593179	7.365922	0.008593	-0.237315	-0.296371	-0.2291	-0.241602	11.986717	3.169331	72.239082	39.055726
0.009192	0.013812	0.018892	-0.105297	-0.158258	-0.155731	-0.100374	5.350546	1.618974	14.300182	6.955859	0.009276	-0.265143	-0.279782	-0.338361	-0.248504	10.282262	2.475547	54.002904	25.359608
0.011396	0.01371	0.025451	-0.202388	-0.145919	-0.157721	-0.131703	5.89232	1.226132	14.613428	6.00687	0.009496	-0.337065	-0.274568	-0.348733	-0.346902	11.519305	2.79442	52.576443	34.340413
0.014883	0.014721	0.024645	-0.145469	-0.055135	-0.135199	-0.19184	5.912986	1.428529	11.41912	6.319165	0.009769	-0.294243	-0.28247	-0.275075	-0.35737	12.442557	3.321882	59.765421	23.106602
0.013105	0.015147	0.02205	-0.146919	-0.206606	-0.130631	-0.165797	4.930573	1.268654	15.976972	6.837191	0.008334	-0.306956	-0.299382	-0.317015	-0.301454	15.106239	2.446612	57.870572	24.177754
0.010786	0.013213	0.018598	-0.080142	-0.153606	-0.200473	-0.066612	4.856885	1.300421	14.153565	7.483465	0.010282	-0.291857	-0.244883	-0.300665	-0.376462	10.595932	2.741595	79.355861	30.097411
0.014461	0.013572	0.01984	-0.140778	-0.084351	-0.196626	-0.086727	6.267262	1.128775	10.216386	6.660626	0.010325	-0.253483	-0.354025	-0.294109	-0.308022	11.872811	2.571432	46.516868	31.253577
0.009814	0.014503	0.01849	-0.099949	-0.113032	-0.1278	-0.051775	5.237135	1.218458	15.633132	6.199373	0.009373	-0.308218	-0.257336	-0.338705	-0.244021	12.322685	2.579488	43.851965	26.715502
0.006991	0.014661	0.022035	-0.126828	-0.058173	-0.137455	-0.13068	5.04786	1.326506	11.640305	7.612598	0.007699	-0.374572	-0.286695	-0.381581	-0.307476	10.761486	2.138917	83.112464	32.644118
0.018371	0.0136	0.020429	-0.207353	-0.063541	-0.136201	-0.157669	5.312942	1.284473	11.585564	4.993102	0.004	-0.378641	-0.370299	-0.334026	-0.23322	15.969711	2.89718	61.927718	39.438904
0.011235	0.013656	0.018374	-0.120634	-0.124647	-0.053283	-0.113055	5.627477	1.080947	14.047123	5.405689	0.006246	-0.316782	-0.254481	-0.309619	-0.26089	14.161231	3.165121	53.105072	25.650352
0.006633	0.015644	0.023408	-0.180355	-0.095049	-0.107944	-0.123215	5.21637	1.545691	12.486862	7.834958	0.004734	-0.30961	-0.27849	-0.336743	-0.311504	14.842943	2.298311	78.441987	33.257419
0.011807	0.01327	0.023388	-0.17648	-0.146806	-0.151943	-0.21156	4.792927	1.320678	12.435058	6.151681	0.011799	-0.342319	-0.292062	-0.251482	-0.223434	14.495477	2.510268	79.725539	30.970777
0.014247	0.01285	0.021446	-0.11179	-0.086005	-0.059784	-0.074412	4.877217	1.431035	16.379154	6.535539	0.014591	-0.311025	-0.371878	-0.352412	-0.292339	13.960263	2.591615	70.135367	23.828273
0.011706	0.013159	0.022269	-0.085739	-0.168163	-0.10189	-0.121531	6.474417	1.110585	16.220566	7.77384	0.004425	-0.372488	-0.341779	-0.308327	-0.297425	10.422217	2.114573	65.096754	22.935018
0.008105	0.014898	0.021757	-0.13321	-0.072407	-0.085867	-0.119703	4.520299	1.209103	15.122788	5.749852	0.008895	-0.256628	-0.311884	-0.324431	-0.283572	14.8234	2.705962	67.882385	30.44274
0.014717	0.014372	0.019081	-0.081884	-0.12737	-0.112063	-0.143965	5.572356	1.348231	11.143555	6.328575	0.011896	-0.218375	-0.24985	-0.257052	-0.335992	17.15585	2.834621	52.182114	26.90698
0.008334	0.012725	0.016906	-0.170751	-0.101365	-0.115888	-0.167108	6.556877	1.392497	9.928207	7.012033	0.009703	-0.343292	-0.321995	-0.267063	-0.338519	15.814153	2.157055	62.685177	20.282349
0.016667	0.014325	0.023099	-0.131555	-0.099245	-0.093542	-0.077351	5.166847	1.491984	15.357449	6.092395	0.007948	-0.363831	-0.234188	-0.254293	-0.368631	16.025618	2.726784	70.88574	37.011521
0.008812	0.012387	0.019814	-0.201225	-0.136044	-0.129363	-0.145403	6.041634	1.200444	15.672561	8.330818	0.007467	-0.320528	-0.259919	-0.252353	-0.278156	13.726032	2.684107	73.686288	26.832261
0.010843	0.015193	0.019689	-0.077139	-0.098269	-0.154356	-0.058675	5.708759	1.167769	13.112619	7.142039	0.003737	-0.346116	-0.361446	-0.344799	-0.258133	9.750134	3.046114	62.078181	28.575276
0.01373	0.014404	0.02351	-0.121367	-0.110838	-0.116693	-0.164228	5.270147	1.156031	14.737397	6.257501	0.005522	-0.306323	-0.269107	-0.270522	-0.365631	11.748506	2.486396	56.436467	27.745902
0.015839	0.014312	0.018776	-0.103444	-0.15883	-0.207469	-0.084304	4.78082	1.55615	16.103579	7.966423	0.012951	-0.223086	-0.250134	-0.326535	-0.31373	16.27012	2.271326	64.099068	31.789889
0.009111	0.01556	0.020577	-0.109822	-0.17357	-0.153118	-0.151151	6.091382	1.309915	10.520945	7.877682	0.008199	-0.314081	-0.328927	-0.321653	-0.220301	15.556462	2.555808	54.926097	30.908639
0.015108	0.014233	0.02385	-0.137531	-0.137098	-0.131526	-0.063979	4.196241	1.290969	12.552439	7.28131	0.008105	-0.278943	-0.27622	-0.306578	-0.254623	12.661132	2.977942	54.372169	33.752543
0.011615	0.013976	0.017363	-0.117121	-0.092806	-0.110187	-0.170281	5.584693	1.09758	15.048223	6.465321	0.010147	-0.32119	-0.336316	-0.334213	-0.264343	12.823291	2.601842	68.454571	25.745204
0.015341	0.0131	0.018267	-0.196998	-0.096838	-0.139901	-0.154403	4.686677	1.606492	13.051966	5.70735	0.01142	-0.300283	-0.26311	-0.224515	-0.29461	11.480099	3.500295	59.167589	25.125859
0.009527	0.013611	0.021362	-0.147872	-0.065946	-0.158692	-0.178768	5.668927	1.45179	12.92517	6.518594	0.007543	-0.296376	-0.262313	-0.364719	-0.333109	15.244594	2.993076	50.568754	32.447802
0.011073	0.014997	0.022165	-0.188168	-0.081559	-0.097502	-0.095899	5.522204	1.398452	15.256075	7.05252	0.012513	-0.333389	-0.357555	-0.291561	-0.355461	17.85557	2.957223	73.119808	38.498624
0.012724	0.01249	0.022892	-0.139746	-0.086864	-0.069694	-0.107961	4.987879	1.358704	12.277531	5.193629	0.009882	-0.289197	-0.319628	-0.244854	-0.319351	9.243183	2.219336	58.80167	28.792603
0.013353	0.013412	0.020268	-0.066924	-0.121285	-0.089902	-0.068566	4.141419	1.360615	11.364269	8.14877	0.007035	-0.276728	-0.353822	-0.350179	-0.275866	13.563059	2.93495	60.844406	31.727256
0.01479	0.013685	0.025487	-0.128975	-0.090374	-0.107702	-0.129265	5.600585	1.402058	15.554563	8.007323	0.009178	-0.355187	-0.309761	-0.310943	-0.228829	13.528928	2.440405	63.716865	26.400022
0.010177	0.014094	0.02287	-0.138301	-0.114095	-0.11152	-0.197781	5.800748	1.135798	10.40033	7.471367	0.003485	-0.24243	-0.246596	-0.235341	-0.309603	10.893939	2.819607	68.852976	20.932334
0.010602	0.013241	0.024556	-0.135848	-0.188313	-0.124594	-0.149319	6.694173	1.479686	13.764937	6.872013	0.0142	-0.266017	-0.312722	-0.376016	-0.310559	13.355037	2.41609	71.015703	27.250882
0.014567	0.014681	0.021925	-0.10571	-0.162564	-0.133242	-0.148259	4.395807	1.179114	12.156248	7.534185	0.013703	-0.317319	-0.332071	-0.299459	-0.319743	16.379641	3.00317	58.024108	35.566761
0.015289	0.014087	0.017777	-0.078156	-0.163433	-0.077476	-0.104124	5.286797	1.118003	14.55085	7.644129	0.005067	-0.332523	-0.307531	-0.261112	-0.353714	17.500586	2.665375	56.915331	25.481981
0.010408	0.012765	0.019336	-0.191966	-0.149062	-0.134393	-0.103002	5.365192	1.384911	14.088066	7.547125	0.008431	-0.335413	-0.241671	-0.354043	-0.288207	13.473258	3.017523	84.634779	35.839446
0.006067	0.013997	0.022575	-0.209808	-0.102242	-0.048728	-0.11739	4.418717	1.212897	11.287145	8.428459	0.006895	-0.290339	-0.345759	-0.327759	-0.361776	14.013854	2.777747	61.271863	24.500024
0.015911	0.01456	0.017412	-0.162461	-0.11963	-0.185891	-0.089945	4.829211	1.525599	15.817274	5.249803	0.007845	-0.262286	-0.365559	-0.263398	-0.325382	13.925576	2.170911	81.695416	30.715109
0.013505	0.014618	0.018208	-0.12787	-0.16496	-0.187843	-0.174882	4.709961	1.203543	12.857354	6.769691	0.012163	-0.350006	-0.308243	-0.221167	-0.303631	15.159872	2.049369	69.647227	31.579837
0.017564	0.012932	0.019621	-0.157657	-0.140011	-0.138492	-0.202792	4.905552	1.534243	15.876141	6.173454	0.013229	-0.303573	-0.284832	-0.296408	-0.295862	16.587348	1.975457	58.58548	34.510208
0.005563	0.013457	0.021247	-0.09694	-0.209025	-0.190538	-0.093703	4.898513	1.516876	11.687493	5.081655	0.005568	-0.330586	-0.230617	-0.341826	-0.313419	10.576291	2.531798	49.419473	27.985671
0.014132	0.013058	0.020924	-0.098504	-0.19785	-0.065464	-0.150129	4.006459	1.042707	16.71895	5.506562	0.002915	-0.302713	-0.331126	-0.373678	-0.252005	14.983135	2.391691	77.506315	28.932301
0.006381	0.013517	0.017986	-0.095679	-0.070567	-0.095689	-0.127297	4.958321	1.371757	12.755451	6.059717	0.008647	-0.322841	-0.34771	-0.272702	-0.250809	12.17604	2.381187	47.147964	34.978298
0.017733	0.015265	0.018643	-0.141777	-0.159946	-0.17687	-0.16044	5.078731	1.419105	11.971605	6.412431	0.013114	-0.287489	-0.271194	-0.27634	-0.328488	12.750619	2.492408	77.982571	21.738153
0.018179	0.013179	0.021824	-0.164785	-0.093302	-0.170445	-0.138332	5.334308	1.378744	13.187066	5.769638	0.005307	-0.251061	-0.300486	-0.330275	-0.316493	9.978876	2.257659	73.847977	26.163071
0.010293	0.014144	0.024177	-0.173816	-0.155786	-0.084362	-0.205631	4.651152	1.142559	12.987589	5.658251	0.006033	-0.268661	-0.256352	-0.303012	-0.267032	15.416057	2.745729	69.298943	27.880589
0.012874	0.015111	0.02572	-0.12361	-0.182899	-0.20147	-0.146352	4.486587	1.19079	13.951772	7.196792	0.010437	-0.2698	-0.267709	-0.322667	-0.265192	14.95255	3.363194	49.761144	35.194225
0.008582	0.01458	0.022539	-0.113858	-0.190662	-0.167211	-0.112164	6.291942	1.584605	13.786577	5.83635	0.007	-0.312145	-0.218827	-0.301542	-0.291873	15.667651	2.333976	45.246471	33.713592
0.013417	0.014368	0.019023	-0.09013	-0.074509	-0.147924	-0.185548	6.374148	1.338383	10.815667	6.040368	0.0046	-0.328249	-0.252324	-0.294571	-0.268646	14.112201	2.913155	60.157119	29.822257
0.016064	0.014538	0.021003	-0.169907	-0.168947	-0.146078	-0.155858	5.108602	1.101051	16.442755	5.915135	0.002689	-0.323459	-0.360327	-0.304175	-0.242908	11.050012	2.461582	56.075027	26.505849
0.008784	0.013869	0.023156	-0.051055	-0.16587	-0.156218	-0.125696	5.427489	1.334162	12.653276	7.409515	0.013573	-0.358572	-0.235702	-0.315217	-0.271684	16.120454	3.467042	76.175198	30.326154
0.012241	0.013916	0.024053	-0.100474	-0.140691	-0.169172	-0.078335	5.406939	1.343648	11.887855	6.881019	0.00903	-0.282099	-0.303976	-0.344982	-0.329082	10.194346	3.075756	67.106662	24.290599
0.011529	0.014447	0.018084	-0.052291	-0.180795	-0.106027	-0.080484	5.009265	1.273478	14.804085	6.624969	0.003279	-0.236599	-0.34348	-0.368658	-0.358267	12.789646	2.632822	53.501081	30.642679
0.010932	0.013346	0.017184	-0.070082	-0.104082	-0.166543	-0.097889	5.158594	1.570866	15.414495	7.094621	0.00527	-0.260918	-0.320087	-0.247491	-0.238411	11.586229	2.694642	60.191471	35.130441
0.012772	0.013904	0.024812	-0.111463	-0.184135	-0.160244	-0.174332	4.973534	1.050014	13.976148	6.4854	0.007366	-0.339211	-0.322856	-0.267415	-0.343669	14.406414	2.191992	72.392024	21.961358
0.017154	0.01447	0.021667	-0.134349	-0.150808	-0.080245	-0.183842	4.758673	1.459165	13.239078	5.929362	0.01393	-0.326096	-0.295157	-0.273887	-0.275019	14.36154	2.847361	67.440666	36.131231
0.01295	0.014887	0.020633	-0.178875	-0.133315	-0.097165	-0.12252	5.034089	1.161751	14.987531	7.11472	0.006791	-0.275232	-0.272115	-0.359386	-0.282331	12.994858	3.033272	69.886101	34.785373
0.006014	0.015243	0.023295	-0.153761	-0.118103	-0.123113	-0.099517	5.436534	1.061525	12.785508	8.397	0.007282	-0.353178	-0.324648	-0.284679	-0.33439	12.942026	3.300256	65.67972	29.375049
0.006901	0.013383	0.016759	-0.068715	-0.199748	-0.114016	-0.134913	5.551594	1.316101	13.400722	5.633765	0.003947	-0.369279	-0.289968	-0.318374	-0.279691	12.373767	2.645918	61.513955	32.139931
0.007795	0.012917	0.019907	-0.125812	-0.068494	-0.19515	-0.087082	5.973592	1.121798	13.46012	6.366001	0.014335	-0.315596	-0.339013	-0.340718	-0.290026	13.010163	2.211237	80.968398	36.458814
0.00985	0.013781	0.019251	-0.142617	-0.079252	-0.079062	-0.052378	4.603145	1.478199	13.836849	5.55424	0.013322	-0.292895	-0.297106	-0.361069	-0.337933	12.260114	2.762921	48.445779	32.30002
0.011175	0.014282	0.020338	-0.151519	-0.135511	-0.149217	-0.134388	5.74202	1.470131	12.343325	6.570079	0.008782	-0.304741	-0.26515	-0.239181	-0.323758	12.518536	1.891889	57.601705	32.818633
0.007328	0.01344	0.024291	-0.118806	-0.125785	-0.125547	-0.163029	6.162296	1.513371	13.318849	7.676792	0.008971	-0.294387	-0.28796	-0.298816	-0.302468	15.897811	2.367267	51.610939	28.705309
0.011982	0.015054	0.021182	-0.135616	-0.105726	-0.142879	-0.195206	5.466087	1.037118	14.252635	5.360951	0.012786	-0.296792	-0.332651	-0.281073	-0.305265	13.118804	2.302236	76.94108	22.237798
0.010086	0.013762	0.023997	-0.122441	-0.130859	-0.183012	-0.11454	5.770699	1.375921	14.369617	6.689785	0.015505	-0.287433	-0.266645	-0.329342	-0.258992	13.766225	2.868803	80.477988	33.382607
0.016397	0.01484	0.022638	-0.114442	-0.179888	-0.181803	-0.090952	4.13353	1.022208	11.054564	4.912348	0.006621	-0.361397	-0.241796	-0.265633	-0.32284	16.743887	2.353881	48.745869	37.935468
0.013336	0.013836	0.02161	-0.109173	-0.101948	-0.165028	-0.111194	4.857638	1.199146	10.306728	6.764997	0.004427	-0.29491	-0.310191	-0.289789	-0.314556	17.159667	2.705401	66.909039	35.884165
0.010857	0.012623	0.023762	-0.133598	-0.113165	-0.109978	-0.177652	5.141647	1.096886	13.38305	7.013583	0.006588	-0.350517	-0.282338	-0.229021	-0.273724	16.165567	2.744584	56.8588	34.083029
0.016378	0.014501	0.025104	-0.117945	-0.104357	-0.103605	-0.129514	5.936427	1.508896	11.720698	7.373964	0.011879	-0.263149	-0.2584	-0.318027	-0.304486	12.287609	2.596025	74.701805	26.537003
0.014159	0.013191	0.019302	-0.147836	-0.119061	-0.137246	-0.16737	4.344089	1.241478	15.276324	7.949685	0.0058	-0.256687	-0.33647	-0.243712	-0.31959	11.598204	2.834658	58.000165	37.790447
0.008631	0.014997	0.019004	-0.172106	-0.068353	-0.125993	-0.139628	5.595984	1.486487	14.613919	6.217724	0.006152	-0.342726	-0.272616	-0.2729	-0.274422	15.305426	2.749508	66.203477	39.398849
0.012907	0.013055	0.021074	-0.156977	-0.105985	-0.075364	-0.137033	5.320093	1.121478	14.340152	7.875019	0.006856	-0.375925	-0.359036	-0.263399	-0.346164	15.784767	2.133514	67.327216	35.207955
0.012463	0.01484	0.022179	-0.152009	-0.098169	-0.151564	-0.142974	4.862866	1.136422	12.358012	6.40205	0.008503	-0.266863	-0.329655	-0.306309	-0.291973	11.064597	2.520631	68.813572	30.413605
0.013047	0.01298	0.020039	-0.191586	-0.143557	-0.190718	-0.158718	6.602897	1.485071	13.811872	7.512145	0.007863	-0.370132	-0.30218	-0.324881	-0.290847	13.487091	2.2371	59.998951	29.185005
0.014698	0.012944	0.022005	-0.12962	-0.17486	-0.159827	-0.118507	5.786326	1.378215	14.091265	7.702546	0.008674	-0.297971	-0.364243	-0.332539	-0.271837	14.141267	2.989638	71.568324	34.508233
0.012591	0.013337	0.019936	-0.196476	-0.138592	-0.138231	-0.141894	5.317845	1.626346	12.487205	7.154885	0.010208	-0.250568	-0.273961	-0.261586	-0.218705	10.192308	2.731564	45.67087	30.223105
0.010518	0.015402	0.021367	-0.101343	-0.078279	-0.183966	-0.091895	5.506441	1.186935	11.09787	5.856875	0.012577	-0.363355	-0.291752	-0.278429	-0.266145	9.574322	2.342406	58.404138	36.776242
0.009011	0.014635	0.023583	-0.067514	-0.12752	-0.089747	-0.161167	5.970226	1.143755	15.127045	8.162001	0.013563	-0.291649	-0.300373	-0.358188	-0.334363	15.661369	2.899439	80.48267	32.911622
0.012351	0.014537	0.024309	-0.069506	-0.066433	-0.113162	-0.108778	6.452808	1.114108	12.94276	7.542195	0.010868	-0.357549	-0.325617	-0.372304	-0.270158	12.72765	2.374411	79.772404	29.556245
0.01607	0.012442	0.020528	-0.104879	-0.084515	-0.142597	-0.134059	5.068943	1.005384	14.051343	8.374129	0.003072	-0.327513	-0.328399	-0.285753	-0.307211	11.950471	2.653591	54.996252	27.169624
0.016813	0.012533	0.02016	-0.091112	-0.183793	-0.119932	-0.118652	3.974443	1.353127	12.996423	6.65329	0.006378	-0.310595	-0.317035	-0.25647	-0.311214	15.167486	2.883695	81.903399	28.867399
0.011725	0.013506	0.020698	-0.101798	-0.069635	-0.157839	-0.107777	4.503945	1.520083	14.259246	8.106065	0.015409	-0.265001	-0.299838	-0.340231	-0.329422	14.607274	3.091458	82.901317	21.52085
0.008253	0.014781	0.020199	-0.141158	-0.058694	-0.163377	-0.094547	4.43316	1.336333	12.389742	5.731768	0.011215	-0.286616	-0.322439	-0.345175	-0.279509	14.113399	2.865559	73.007646	32.401666
0.009093	0.013956	0.021646	-0.106716	-0.147513	-0.133235	-0.117042	5.53185	1.362437	11.551103	7.065392	0.010699	-0.29315	-0.326051	-0.239512	-0.248646	13.607781	3.195531	75.543395	26.669582
0.00607	0.015353	0.020461	-0.135378	-0.168895	-0.064534	-0.161379	5.015816	1.389218	12.656502	6.304093	0.005304	-0.247708	-0.219265	-0.298068	-0.251846	15.010577	2.795998	69.144589	21.842636
0.012773	0.013716	0.022745	-0.05532	-0.092084	-0.087764	-0.185302	6.29647	1.069212	13.870987	5.114122	0.00845	-0.328609	-0.341206	-0.337505	-0.338458	10.779967	3.423679	77.844913	21.042094
0.013801	0.013803	0.025391	-0.072821	-0.101282	-0.207844	-0.170662	4.455951	1.193182	13.704711	7.045264	0.01374	-0.235022	-0.372879	-0.302311	-0.354987	11.331822	3.495105	72.278055	24.700717
0.007476	0.013795	0.023313	-0.180179	-0.206377	-0.062558	-0.133238	6.241923	1.065987	14.006387	6.385391	0.010393	-0.269829	-0.250406	-0.285108	-0.335619	12.611969	3.247614	58.930392	27.361047
0.011343	0.013443	0.024451	-0.084062	-0.049584	-0.094298	-0.086714	5.562207	1.359324	10.518406	6.124628	0.014764	-0.372025	-0.322058	-0.352156	-0.305472	12.352871	2.056894	62.737084	22.192901
0.009818	0.014009	0.020775	-0.081196	-0.072984	-0.105611	-0.128374	4.732534	1.404024	15.049201	6.797607	0.007655	-0.315004	-0.255751	-0.367703	-0.330267	12.432416	2.934462	71.274565	32.986284
0.011427	0.014437	0.018154	-0.076649	-0.124725	-0.133858	-0.08261	4.553313	1.264265	11.596633	7.99637	0.008936	-0.31381	-0.346047	-0.245386	-0.300703	13.746798	2.568396	64.524295	22.504797
0.011523	0.013316	0.022436	-0.13806	-0.07641	-0.112554	-0.192986	5.189564	1.418608	12.232506	5.555764	0.008756	-0.303844	-0.313078	-0.268334	-0.287729	14.292207	2.698352	77.216123	24.122478
0.011794	0.014107	0.019388	-0.198313	-0.093934	-0.203937	-0.134648	6.180812	1.427726	10.737399	7.354924	0.005854	-0.362361	-0.3117	-0.222373	-0.312098	16.056178	2.895192	66.496248	28.38566
0.014448	0.01363	0.025522	-0.164753	-0.106916	-0.091025	-0.153503	4.523872	1.263007	10.02696	5.670886	0.010595	-0.358291	-0.346548	-0.221305	-0.309629	13.734214	3.201844	57.347324	33.859315
0.0135	0.014025	0.022854	-0.143853	-0.139996	-0.102756	-0.192135	4.883464	1.28581	15.66388	6.807611	0.003839	-0.296803	-0.238565	-0.316215	-0.359966	11.841649	2.97432	65.42263	28.022029
0.013675	0.01505	0.021724	-0.116636	-0.201641	-0.150151	-0.052001	6.536964	1.537992	11.174763	6.549314	0.013267	-0.277267	-0.234793	-0.368838	-0.293904	12.95628	2.643457	59.104628	30.036693
0.015726	0.01492	0.019689	-0.128083	-0.209878	-0.084152	-0.096008	5.37395	1.575091	11.924261	5.946209	0.005255	-0.274768	-0.287115	-0.312595	-0.322955	12.215901	2.8429	73.687916	31.056927
0.01109	0.014398	0.016209	-0.060668	-0.143985	-0.170847	-0.18384	6.213926	1.365277	16.087853	6.008122	0.011389	-0.379176	-0.290901	-0.320872	-0.281867	16.343095	2.961931	76.119783	35.695458
0.007187	0.015432	0.017169	-0.119231	-0.054107	-0.175462	-0.088836	4.12479	1.453246	15.427191	6.605526	0.006494	-0.295782	-0.277521	-0.355481	-0.306535	12.517174	1.899798	69.577048	24.469759
0.014863	0.01353	0.024731	-0.149485	-0.089808	-0.09841	-0.146025	5.264464	1.25736	9.961044	5.815727	0.007607	-0.334128	-0.249198	-0.272191	-0.283145	16.867923	3.02095	65.588992	29.674465
0.01264	0.01522	0.022972	-0.136603	-0.137794	-0.180914	-0.190247	5.255877	1.552397	12.549326	8.429512	0.00836	-0.252139	-0.226508	-0.342861	-0.378178	13.82816	2.474175	53.106656	25.141285
0.017896	0.013266	0.021057	-0.127733	-0.130422	-0.149146	-0.147753	4.951445	1.314502	12.816028	5.537503	0.009217	-0.312789	-0.319779	-0.301442	-0.28073	16.944461	1.972824	64.232642	36.190887
0.013936	0.014237	0.01975	-0.079369	-0.15932	-0.128352	-0.079555	4.973049	1.296646	14.693704	6.953418	0.007064	-0.238574	-0.324488	-0.27639	-0.26533	10.87323	1.936437	56.374518	28.07632
