"Cpa"	"Cpv"	"Rpa"	"Rpv"	"Rpc"	"Cesra"	"Cesrv"	"Cesla"	"Ceslv"	"Cdra"	"Cdrv"	"Cdla"	"Cdlv"	"Rtri"	"Rmit"
2.597704	7.945479	0.010682	0.005367	0.081456	1.368937	1.661112	1.558955	0.369176	3.200636	25.494029	1.991807	10.802406	0.003603	0.011128
3.907908	5.971024	0.009407	0.007425	0.073234	1.208854	1.02541	1.718328	0.391734	3.458365	18.726713	1.75089	8.392606	0.005432	0.010244
2.437954	4.725873	0.00931	0.008715	0.066636	1.400029	0.997771	1.934197	0.345168	2.768298	14.468459	2.141577	8.446879	0.00183	0.010353
3.336102	6.967724	0.007943	0.005534	0.058182	1.429652	1.347171	1.500572	0.332858	3.051789	21.262706	1.707503	9.788887	0.008381	0.011025
6.356467	9.952077	0.007798	0.009433	0.046775	1.284282	1.061271	1.86044	0.320491	3.682781	16.175912	2.40522	10.87761	0.009638	0.008556
6.088182	9.2185	0.010235	0.008509	0.053154	1.122967	1.26978	1.86822	0.34078	3.98391	19.937856	1.591292	9.639032	0.001366	0.01162
1.680563	4.240728	0.00726	0.008157	0.053819	1.321728	1.977509	1.515448	0.439872	2.946122	22.921175	1.763491	8.292628	0.001913	0.009746
1.585388	11.772803	0.005191	0.002353	0.081936	1.356127	0.980499	1.642838	0.282517	3.57463	16.056991	1.612323	8.962667	0.008259	0.009119
5.02256	4.568186	0.007508	0.006925	0.038672	1.614042	0.853036	1.562064	0.297122	3.622289	23.360195	1.919752	11.322095	0.003112	0.008583
5.77287	8.028483	0.006674	0.005184	0.039528	1.097575	1.016592	1.725628	0.292266	3.393652	26.64925	2.320966	10.476267	0.005471	0.00983
1.944194	8.256276	0.005859	0.005156	0.069898	1.383156	1.699867	1.540844	0.495126	3.213808	26.915093	2.544519	11.251728	0.008069	0.0097
2.406652	12.811438	0.008889	0.003044	0.079593	1.139784	1.616541	1.647932	0.414395	3.161669	26.138216	1.871945	9.372202	0.003851	0.010874
5.5993	8.501722	0.004461	0.005994	0.076463	1.1246	1.371493	1.332116	0.367744	2.738865	17.68589	2.201175	10.392603	0.007234	0.010517
5.225856	14.945503	0.002935	0.005701	0.10195	1.547165	1.171996	1.814307	0.550084	2.783022	17.456961	2.216054	7.755709	0.006422	0.010044
3.511787	12.410533	0.002556	0.004459	0.091982	1.317748	0.924825	1.53078	0.382768	3.382062	17.950627	2.502007	11.055518	0.006616	0.009324
3.147653	7.104276	0.005721	0.001816	0.055922	1.435746	1.77188	1.358411	0.348529	3.477318	11.558561	1.83901	9.896269	0.009528	0.008891
5.992217	6.747154	0.005917	0.007578	0.09523	1.228863	0.782753	1.606014	0.48495	3.078435	18.197625	1.378224	10.451542	0.010503	0.011188
4.428937	6.273511	0.004895	0.005439	0.025587	1.56189	1.258216	1.6625	0.39874	3.750336	23.627991	2.031757	9.183867	0.00538	0.009409
1.76009	7.361053	0.006701	0.00284	0.049849	1.21368	1.492284	1.505705	0.315566	3.019604	13.909641	1.857642	9.253916	0.006305	0.009561
1.066249	8.485942	0.006027	0.00614	0.016353	1.288983	0.691369	1.42181	0.420186	4.233825	13.161336	2.251091	9.48996	0.004016	0.009001
5.085961	11.43295	0.003682	0.009628	0.090835	1.239576	1.541806	1.47431	0.478399	2.57276	15.208452	2.378592	8.039661	0.008622	0.010175
4.379139	10.550274	0.004675	0.001712	0.119659	1.525865	1.719849	1.802795	0.407159	3.252294	20.098263	2.273108	10.110211	0.007893	0.009924
2.547397	9.914753	0.008231	0.00578	0.057397	1.583458	1.126474	1.806617	0.378668	3.217932	24.603956	1.826767	10.714919	0.009374	0.00869
3.863358	8.674213	0.004105	0.003963	0.033207	1.104703	1.433671	1.526292	0.53771	3.765614	25.884691	1.47479	9.400105	0.004883	0.009762
4.233918	10.288227	0.007438	0.005062	0.082972	1.18347	0.754398	1.582187	0.254542	3.617871	16.997715	1.955594	10.412114	0.005735	0.010564
4.922861	11.312931	0.001169	0.005507	0.117586	1.405896	0.682516	1.678459	0.386204	3.33418	15.008462	2.008919	10.080914	0.007077	0.011117
4.318818	7.259603	0.006764	0.006604	0.043748	1.192993	1.678056	1.710802	0.501229	3.344944	20.983039	2.357747	9.297308	0.004059	0.010755
2.22615	5.537143	0.006375	0.003666	0.06764	1.397339	1.308139	1.700575	0.247406	3.181054	22.514758	2.285183	8.941183	0.005958	0.009642
4.751716	10.104862	0.004877	0.004559	0.062965	1.485146	1.553913	1.775583	0.527185	3.539344	23.60589	1.91811	9.076038	0.009247	0.010152
5.460034	11.874506	0.009589	0.005251	0.08925	1.303499	1.585267	1.881925	0.462438	3.586044	16.551958	2.108985	11.602936	0.003037	0.010183
3.706254	12.151932	0.007346	0.004199	0.03232	1.201332	0.913449	1.586313	0.423529	3.137179	18.661681	2.59433	10.193106	0.009954	0.011363
3.097706	9.1047	0.00147	0.006091	0.040702	1.53145	1.947213	1.604075	0.468947	3.165016	19.746156	2.470423	9.449925	0.007109	0.009526
2.182142	10.064701	0.007595	0.003857	0.045535	1.501391	1.515498	1.684639	0.427378	3.651945	19.228101	1.742298	10.928159	0.002217	0.009174
2.646033	9.708579	0.009187	0.006744	0.128996	1.058385	1.40226	1.707278	0.268172	2.703175	23.243216	1.901664	9.267676	0.009029	0.008835
4.876604	5.068575	0.00404	0.010895	0.077337	1.587854	0.967047	1.344123	0.482105	2.44378	19.58265	1.40554	11.202348	0.006219	0.009992
3.729632	14.67495	0.003257	0.006006	0.023729	1.559096	1.168791	1.669651	0.49046	3.433383	15.574692	1.624957	10.321748	0.008905	0.011512
5.151225	7.545236	0.008085	0.008932	0.051088	1.275186	0.802059	1.589396	0.283697	3.908495	22.110586	1.672892	8.489989	0.007369	0.010908
2.015237	12.56598	0.009086	0.00837	0.0521	1.264224	1.091109	1.416869	0.359473	3.064744	24.061254	2.22912	8.990574	0.006805	0.010421
5.212079	11.165416	0.006015	0.00923	0.065377	1.352082	1.047959	1.507911	0.238746	3.859442	18.586633	1.858327	9.943015	0.004421	0.010909
0.702696	7.097992	0.008015	0.007505	0.065819	1.348757	0.991931	1.520341	0.307722	3.121975	23.292972	1.93241	11.00623	0.001783	0.008404
1.730015	8.668154	0.009723	0.005049	0.08952	1.248827	1.206198	1.662708	0.350975	3.373472	13.277265	2.236686	9.404122	0.006327	0.011032
3.098704	7.928136	0.003009	0.002959	0.120571	1.493573	1.057768	1.851647	0.561312	2.954918	22.545302	2.264199	10.296155	0.00217	0.010251
4.293572	10.335596	0.003627	0.008174	0.040575	1.055271	1.037719	1.69376	0.424459	3.759233	25.258756	2.58348	10.059868	0.010893	0.008734
3.197775	8.569612	0.008647	0.002588	0.077743	1.179133	1.843331	1.70755	0.320489	3.013234	18.430977	2.148502	9.857746	0.005876	0.009659
1.33492	4.250837	0.007153	0.004452	0.095724	1.469717	1.022689	1.937929	0.439069	3.909633	22.326102	1.973504	10.746353	0.003875	0.010145
1.637265	9.283321	0.005493	0.005274	0.061189	1.360621	1.317172	1.795504	0.375996	3.735976	22.142638	1.947907	9.621039	0.004512	0.009348
3.908352	6.886936	0.008837	0.002004	0.099213	1.373827	0.814492	1.635335	0.258573	2.731794	18.164165	1.791005	10.001518	0.007371	0.009465
3.994903	13.553639	0.003518	0.006726	0.057874	1.240056	1.523461	1.807224	0.529561	3.243535	16.061891	2.040535	10.618485	0.004018	0.009788
3.500993	11.949525	0.007019	0.01015	0.063233	1.084724	2.056589	1.52744	0.399474	3.645548	17.905985	1.827735	11.357317	0.008417	0.008941
3.749542	12.694887	0.006715	0.002394	0.019869	1.316173	0.670861	1.567201	0.508212	4.028542	14.723264	1.721581	8.842761	0.004611	0.00987
3.14056	6.782681	0.009277	0.004715	0.041734	1.305568	0.931761	1.626019	0.36117	3.960004	19.523457	2.106084	9.063657	0.002689	0.008661
6.16151	10.434686	0.004624	0.006345	0.055744	1.168552	1.34409	1.75807	0.369834	2.429038	19.066859	2.089929	8.76045	0.006429	0.009643
5.584629	2.961727	0.004868	0.008486	0.063754	1.256715	0.880516	1.601742	0.434935	3.503806	15.899273	1.537083	10.480215	0.009195	0.009982
4.52624	8.830387	0.003959	0.004912	0.12991	1.339385	1.325487	1.387908	0.464964	3.05717	13.144075	2.602909	8.731493	0.006684	0.010625
3.37519	7.711042	0.008582	0.007821	0.0345	1.330026	1.821333	1.588721	0.422284	3.085494	20.214618	2.122842	9.256822	0.001704	0.009407
4.270243	5.676966	0.002651	0.006672	0.029295	1.365237	0.831596	1.553577	0.364106	2.887103	25.963814	1.736213	9.311781	0.006952	0.010365
0.82198	8.290758	0.008262	0.007208	0.012855	1.175481	1.612897	1.456457	0.488907	3.552187	21.151526	1.469335	10.793081	0.007939	0.010965
4.602038	10.694394	0.003216	0.006155	0.071655	1.507404	2.020076	1.677917	0.517491	3.009033	12.685097	2.471554	10.900868	0.008327	0.009294
3.959849	10.520756	0.00412	0.003158	0.107842	1.460723	1.382384	1.745691	0.350685	4.242924	15.241098	2.328074	9.579803	0.003731	0.01085
2.040476	11.24255	0.004547	0.006807	0.03171	1.269452	1.902667	1.878695	0.299488	2.770867	19.457861	2.279269	9.010592	0.008506	0.010667
4.518911	8.236133	0.001193	0.005645	0.093794	1.413309	0.959414	1.548495	0.458284	2.837894	25.043352	1.477586	11.135584	0.006625	0.009203
6.268924	9.222585	0.007554	0.003368	0.027019	1.580614	1.215535	1.564844	0.370647	4.113352	18.833023	1.92669	9.529686	0.005468	0.008913
2.722815	9.96223	0.006409	0.005386	0.127656	1.098885	0.641505	1.752914	0.432208	2.634024	23.879318	2.373633	10.782061	0.009329	0.009078
4.421491	11.600348	0.003493	0.0073	0.060213	1.488154	1.072288	1.863212	0.385124	2.465588	15.469337	2.64025	7.861954	0.00745	0.01
2.907655	7.435467	0.004913	0.001797	0.024345	1.442364	1.562143	1.934825	0.255232	3.42025	18.658989	2.524007	10.859586	0.005717	0.009802
3.594397	14.494001	0.006487	0.009741	0.025346	1.523582	1.646607	1.628917	0.360276	3.073008	20.651169	2.170266	10.231552	0.004795	0.009259
1.558883	8.63795	0.005978	0.005572	0.083638	1.63556	0.848713	1.447718	0.282426	3.699984	20.7652	1.513118	10.266991	0.003534	0.011467
4.096169	14.952785	0.003786	0.005695	0.119992	1.263329	1.142115	1.741441	0.374512	4.076357	11.387816	1.99567	8.280371	0.001383	0.010994
3.673665	7.861795	0.002887	0.001493	0.047532	1.275722	1.188026	1.431934	0.332898	3.480174	16.617202	1.986624	10.391478	0.004254	0.010524
1.278959	9.421078	0.007741	0.005808	0.105021	1.423104	1.247756	1.785154	0.346138	2.537927	26.741643	2.210552	8.543461	0.005026	0.010229
4.660174	9.758138	0.007894	0.003561	0.09795	1.13735	0.771628	1.733644	0.326744	2.753685	22.996015	1.89889	10.152703	0.005078	0.010049
4.185417	12.732747	0.010675	0.009473	0.081292	1.387882	1.370996	1.788185	0.313435	4.203708	12.155784	2.568197	8.933339	0.006054	0.00938
5.911816	10.575767	0.004206	0.003719	0.073972	1.502246	1.725651	1.411246	0.416126	3.339053	19.773762	2.181798	7.998536	0.007664	0.009684
1.987158	5.474622	0.006386	0.005196	0.054819	1.286771	0.948384	1.560218	0.381793	4.137939	15.024732	1.647698	9.391731	0.003266	0.011398
2.813319	12.058238	0.004399	0.003412	0.076125	1.186976	1.739501	1.532779	0.471758	3.843944	16.530556	1.521918	9.733529	0.005395	0.009451
1.834053	10.056903	0.006309	0.00589	0.008892	1.325786	1.153672	1.652961	0.288927	3.175844	18.001377	2.433729	8.565542	0.002515	0.010036
4.71755	11.009384	0.007068	0.001151	0.075111	1.209828	1.605928	1.776313	0.450141	3.530255	27.16568	1.761084	11.238966	0.010281	0.009725
6.058855	7.578097	0.009874	0.006051	0.06255	1.417931	1.413453	1.704815	0.336252	3.363094	19.400509	1.620608	9.292211	0.007096	0.009167
2.112036	5.89695	0.002581	0.004408	0.088185	1.378373	1.01454	1.684916	0.443491	3.515318	12.398184	2.047273	9.185521	0.008621	0.011163
2.639045	6.995859	0.008487	0.009071	0.072146	1.573089	1.485376	1.505136	0.277569	3.281252	16.743892	2.079066	8.917087	0.003857	0.009854
3.787718	8.960984	0.007815	0.007354	0.12246	1.14875	1.261464	1.764028	0.34435	3.944673	21.278294	1.838903	9.250882	0.009047	0.010289
2.95295	3.540003	0.001911	0.008374	0.0924	1.481941	1.76388	1.922646	0.408412	3.763887	22.803312	1.363391	10.411078	0.008151	0.008544
2.554584	3.857673	0.010214	0.00879	0.111103	1.429694	1.541616	1.798842	0.461236	3.267453	14.385517	2.421083	7.813861	0.006364	0.008965
4.203308	3.949022	0.007283	0.006326	0.126035	1.297457	1.307527	1.681266	0.425159	3.316221	20.099162	1.743243	8.228404	0.003677	0.009195
3.456803	8.006335	0.007234	0.006871	0.076846	1.38479	1.103044	1.621594	0.452085	3.220686	15.804208	2.138592	11.111395	0.007588	0.009837
2.874491	6.6512	0.006626	0.005158	0.079344	1.513542	1.475585	1.837295	0.446423	3.397683	11.63628	1.698779	10.546716	0.00332	0.009108
3.29948	6.929409	0.009151	0.003644	0.048975	1.475477	1.089351	1.65811	0.47687	2.818056	16.420982	1.392625	10.03361	0.005229	0.009492
1.108116	13.683713	0.0069	0.003959	0.069699	1.538193	1.691913	1.646923	0.394186	3.196802	17.409504	2.29519	8.860207	0.005253	0.01076
3.546963	8.434243	0.006268	0.007966	0.046542	1.395544	1.116817	1.893619	0.31474	3.58064	21.552037	1.691924	10.685674	0.006191	0.010787
2.836048	11.722651	0.006796	0.006129	0.066833	1.253452	0.900613	1.88867	0.413181	3.577642	24.380951	1.570523	8.788348	0.00436	0.008778
5.027909	13.159376	0.009038	0.007473	0.087073	1.229462	1.244823	1.613299	0.419931	3.350566	16.168199	1.55452	10.193272	0.006557	0.010578
5.432157	9.517273	0.007686	0.009948	0.090039	1.391353	1.438089	1.579425	0.440323	2.981224	21.104192	1.592922	9.819908	0.005942	0.008999
2.575397	4.857393	0.007421	0.008977	0.113956	1.603767	1.16524	1.363753	0.48395	3.181605	17.540842	2.021666	11.212242	0.009795	0.009741
3.613665	6.10112	0.005883	0.006493	0.044849	1.19373	1.228221	1.355759	0.38191	2.948093	24.088881	2.18767	8.680423	0.007975	0.010341
4.435631	11.780937	0.008215	0.00489	0.083842	1.529854	1.45191	1.720416	0.299913	3.469305	22.186711	2.541833	10.320386	0.008989	0.011067
2.335938	5.246751	0.003898	0.004117	0.085516	1.462977	0.566465	1.538628	0.272663	2.850006	16.829513	2.161441	8.592474	0.00653	0.009055
3.869742	8.343335	0.006199	0.008808	0.082085	1.356961	0.777552	1.699024	0.246846	2.93063	20.954719	2.338803	8.340616	0.005379	0.010125
4.914136	10.821237	0.008758	0.003265	0.02334	1.546768	1.577476	1.726472	0.505445	3.669656	19.893648	2.226177	9.705707	0.00315	0.009951
0.474311	9.381704	0.001851	0.001681	0.080883	1.290985	1.355	1.471436	0.294105	3.546059	14.914052	2.133221	8.480022	0.008092	0.011617
4.803377	6.036162	0.002076	0.009244	0.067616	1.435685	1.290273	1.597511	0.455379	2.707021	17.226911	2.345898	9.42732	0.01001	0.011117
2.17848	9.074811	0.005553	0.006233	0.056484	1.127408	0.712839	1.4765	0.402932	2.499156	25.533906	2.05531	10.177386	0.004586	0.011532
1.435914	6.354968	0.005088	0.008246	0.1019	1.072548	1.422468	1.910094	0.340759	3.65225	20.50758	1.879119	9.089801	0.00608	0.010509
1.009656	10.148561	0.005171	0.007152	0.073175	1.213989	0.802753	1.763278	0.264999	2.794377	13.532508	2.099615	9.532942	0.005174	0.010201
2.65819	14.263483	0.003721	0.002717	0.058469	1.425883	1.396279	1.576574	0.490955	2.686931	18.312783	2.248646	10.638904	0.009439	0.008497
1.501876	8.156286	0.00227	0.008044	0.037446	1.311137	0.994316	1.452904	0.431489	3.265295	24.2414	2.205587	8.05357	0.004885	0.009592
3.85045	11.33666	0.004707	0.004992	0.103479	1.449413	1.777874	1.615582	0.501888	3.685866	17.596991	2.49065	8.458902	0.009603	0.01049
3.434691	4.445299	0.007604	0.008642	0.036152	1.320904	1.951276	1.687778	0.396666	3.385676	24.859515	1.911679	9.458793	0.004707	0.011335
3.698342	7.332383	0.005854	0.006412	0.043167	1.447803	1.626898	1.523169	0.406242	3.10837	19.981487	1.775838	9.149087	0.007324	0.010435
3.014617	11.434876	0.002787	0.010585	0.052589	1.453107	1.442994	1.719378	0.478821	3.140687	13.813751	1.433405	9.640643	0.010494	0.009972
4.047608	10.23034	0.010896	0.005781	0.070485	1.56488	0.87608	1.40983	0.306259	3.618386	21.73371	1.882307	11.036091	0.007181	0.009533
1.701428	9.910501	0.006113	0.002826	0.049788	1.143351	1.13041	1.673999	0.378023	3.782025	14.484759	1.845989	10.091189	0.001188	0.01021
5.369118	5.776433	0.001334	0.005468	0.033802	1.295625	1.176485	1.595283	0.496146	3.417277	20.336981	1.407549	10.100159	0.002977	0.010714
5.690965	7.787811	0.010311	0.003033	0.094788	1.381208	0.911672	1.51343	0.387787	3.046603	18.857317	2.067525	9.91351	0.006245	0.009619
5.501184	12.270955	0.008098	0.004276	0.096908	1.243097	1.193208	1.496673	0.33925	3.44836	22.919621	1.754155	8.977522	0.005825	0.009772
2.377894	13.95553	0.005686	0.005451	0.014144	1.121006	1.389916	1.396022	0.325034	3.932097	21.483109	1.899775	10.509213	0.002227	0.009532
3.17114	4.779462	0.004507	0.004622	0.100744	1.495449	0.705426	1.439272	0.353442	3.717122	21.914749	2.392862	9.667495	0.007822	0.010106
2.140216	11.058692	0.008919	0.004306	0.106069	1.405533	1.676097	1.827567	0.524542	3.991654	20.878147	1.957363	10.574322	0.007111	0.010868
5.306888	7.182565	0.006871	0.004158	0.115318	1.322624	1.47151	1.542198	0.400134	3.593162	27.061868	2.458294	8.153435	0.007529	0.010463
2.77454	5.069384	0.00577	0.003886	0.050657	1.559347	1.339949	1.469423	0.392014	3.8124	22.620832	1.94477	9.779908	0.002771	0.009904
4.14001	10.879614	0.004211	0.006583	0.118355	1.226733	1.588586	1.369897	0.448334	2.978406	14.218064	1.659343	9.885061	0.00702	0.009569
3.277114	6.375977	0.005301	0.007069	0.078379	1.595808	1.498173	1.774565	0.284688	4.047189	23.693707	1.712996	9.838564	0.003466	0.008589
4.738392	3.441318	0.005453	0.008573	0.052145	1.200366	0.972526	1.819445	0.514288	3.887183	23.188444	1.812689	9.361767	0.005656	0.011173
4.871855	13.458571	0.00317	0.010914	0.053535	1.343771	1.269656	1.814578	0.389647	2.880744	14.034267	1.822601	9.032474	0.00406	0.0104
5.779747	6.191235	0.001628	0.004762	0.086493	1.402118	1.862296	1.490071	0.499163	3.034377	18.145883	2.250151	10.458249	0.006777	0.010374
2.48775	13.12394	0.005021	0.007595	0.03861	1.409452	0.603995	1.640077	0.467718	3.633393	21.758853	1.969067	9.20639	0.006841	0.00883
0.888381	7.491845	0.006569	0.007725	0.059402	1.272394	1.799966	1.64863	0.415484	2.594497	26.41545	2.31384	10.952776	0.005556	0.009344
3.043061	9.163065	0.005234	0.010444	0.031253	1.619759	1.996566	1.606812	0.537529	3.209111	19.229653	1.866767	8.406136	0.004921	0.010814
1.907131	5.414439	0.009596	0.007885	0.112871	1.279225	1.545684	1.423237	0.31972	2.907586	19.730271	2.008241	11.485721	0.007786	0.010307
2.287017	9.645085	0.002374	0.007685	0.019452	1.217905	1.656907	1.327533	0.552247	3.135869	17.071222	2.358651	8.643781	0.004152	0.00927
2.272016	8.874163	0.009411	0.006989	0.068397	1.108551	0.741409	1.63761	0.542636	3.293571	18.989149	1.599058	11.387115	0.008242	0.009928
5.134662	12.904772	0.010051	0.003809	0.1339	1.300857	1.879492	1.737407	0.355987	2.623426	17.780522	2.405645	8.122125	0.005777	0.010613
3.343689	6.489342	0.004819	0.004558	0.015879	1.157397	1.105187	1.570258	0.367753	3.486038	17.168918	2.113262	11.595724	0.010225	0.010683
4.955297	14.627766	0.007354	0.009828	0.091742	1.369046	1.71067	1.668616	0.470008	3.43949	25.71522	1.800569	9.113488	0.009744	0.011285
4.363229	4.531058	0.003387	0.005955	0.005256	1.334613	0.561891	1.840949	0.427424	2.670552	12.863356	1.632176	9.496456	0.008818	0.008872
5.14387	12.327127	0.005331	0.002091	0.039499	1.203677	1.916584	1.711138	0.410097	3.322874	15.334693	1.678479	9.752356	0.003063	0.011256
1.20155	12.553697	0.004352	0.002294	0.108933	1.609021	1.67073	1.858999	0.48061	3.831835	23.572222	2.015259	9.958726	0.002369	0.010545
2.462829	12.113733	0.008384	0.006935	0.04513	1.234618	1.286536	1.486665	0.330874	3.156263	24.579679	2.032907	9.607739	0.008791	0.010087
1.869823	9.72358	0.005653	0.009602	0.103013	1.532357	1.514678	1.58575	0.533885	3.237254	15.663434	2.301317	10.357633	0.001906	0.010172
1.942524	8.746776	0.006034	0.006177	0.089726	1.313804	1.013163	1.49592	0.490592	3.276401	18.421251	2.23181	9.593696	0.006218	0.009983
4.853328	9.323122	0.00317	0.002865	0.078501	1.364044	1.243954	1.896633	0.34527	3.94339	20.711172	2.13166	9.3481	0.00199	0.009835
1.721306	8.93766	0.005473	0.003962	0.025772	1.505879	1.993353	1.722518	0.337086	2.542531	16.673283	1.59348	9.764232	0.008684	0.009888
5.185536	4.806972	0.00805	0.00507	0.082015	1.605791	1.319569	1.507433	0.320976	3.84553	18.225203	2.025746	9.709266	0.006567	0.010895
2.292556	5.433127	0.006705	0.008036	0.064847	1.569963	1.081343	1.920806	0.386858	2.806961	21.607501	1.633151	11.377324	0.006949	0.010357
5.802689	7.932969	0.007661	0.004863	0.09394	1.236974	1.386944	1.349397	0.313535	3.558989	26.877061	1.965488	7.904431	0.00888	0.010559
1.332412	3.604211	0.007102	0.006859	0.061679	1.542395	1.632405	1.455152	0.261633	2.788971	18.959169	1.898635	9.413254	0.006469	0.010633
3.237653	10.390301	0.004166	0.004804	0.064177	1.631604	1.74389	1.35815	0.293698	3.683638	14.344133	2.029754	9.532769	0.004668	0.009924
4.054712	8.627158	0.003447	0.002451	0.118259	1.475972	1.123147	1.662922	0.429358	2.891081	14.016018	2.320102	9.798172	0.005217	0.009488
5.448671	7.742146	0.005231	0.006385	0.052468	1.194244	1.548828	1.391741	0.49517	2.687325	22.512003	2.213497	9.988605	0.006114	0.009442
3.314074	9.389725	0.004521	0.008118	0.02892	1.406115	1.571763	1.835535	0.392397	2.638502	21.81782	1.857267	10.46733	0.004435	0.009385
5.54906	9.7455	0.009061	0.003453	0.006038	1.277808	1.677716	1.621467	0.480518	4.138476	19.130921	1.739783	8.573088	0.007098	0.009854
3.853497	12.999727	0.006123	0.006934	0.034027	1.360103	1.42789	1.579475	0.514325	3.600425	15.265902	1.906416	10.095332	0.005863	0.010726
2.698615	7.006973	0.004661	0.003749	0.056002	1.465662	0.570949	1.708317	0.385531	3.24599	13.78265	1.517031	10.636762	0.004068	0.009526
1.26337	8.821328	0.007474	0.00628	0.088228	1.115123	1.696795	1.469086	0.403203	3.42387	17.616958	1.67505	10.103534	0.003567	0.009738
3.682324	3.927398	0.009164	0.006819	0.112806	1.274318	0.952504	1.422616	0.270739	2.517341	15.948965	2.092279	10.017481	0.008043	0.010122
6.111119	14.434205	0.00368	0.007797	0.107195	1.217711	1.5634	1.535465	0.368194	3.418541	21.372009	2.283903	10.9418	0.008713	0.011471
5.059948	6.543761	0.008443	0.010332	0.129158	1.32419	1.658104	1.538146	0.355349	3.3359	12.016766	2.35484	9.848292	0.003018	0.008813
3.473461	3.264051	0.006879	0.009006	0.073598	1.520347	1.895176	1.934529	0.430305	3.296678	17.933231	2.608586	9.449419	0.008381	0.011206
3.704236	11.555699	0.004981	0.00599	0.132462	1.589718	0.6192	1.375321	0.317142	3.828541	22.208593	1.71635	9.486523	0.005658	0.010268
1.827318	7.571342	0.009458	0.007023	0.076391	1.083957	1.223112	1.53052	0.360989	2.989218	23.284107	2.297702	10.215523	0.002723	0.010013
4.088841	4.295452	0.003587	0.007331	0.084612	1.56035	1.855736	1.503392	0.548511	3.002232	15.81899	2.576071	11.208969	0.0039	0.009076
2.942373	10.213106	0.010259	0.005892	0.0593	1.390754	0.776465	1.342028	0.425547	3.799526	22.134508	1.57469	11.120489	0.001703	0.009342
2.363427	5.300604	0.006577	0.008513	0.069405	1.187253	0.935358	1.691061	0.390528	3.016821	19.837537	2.26683	10.585273	0.004767	0.010688
3.555672	10.023095	0.008313	0.007765	0.091996	1.173759	1.251961	1.804535	0.329959	3.236517	20.24674	2.11528	8.684084	0.003342	0.009113
3.733302	8.859232	0.002487	0.006501	0.108976	1.355645	1.587067	1.949643	0.406855	3.028789	17.437466	1.935471	8.838085	0.0064	0.009252
3.983544	5.614084	0.004092	0.003826	0.009908	1.132644	1.171707	1.406445	0.304291	3.652784	25.086203	2.50767	8.770133	0.007828	0.008595
1.387834	8.579433	0.002232	0.007036	0.087305	1.427085	0.956722	1.868602	0.530671	3.525638	21.252589	1.946433	9.685147	0.003213	0.010246
4.163075	11.318391	0.006219	0.00818	0.049475	1.252643	0.746454	1.55058	0.442572	4.180302	14.941192	2.150656	8.254508	0.004364	0.010965
1.033206	12.940991	0.007246	0.009247	0.042287	1.371188	1.336719	1.610287	0.415441	3.361336	18.757269	1.830336	9.040026	0.005783	0.008712
2.872417	10.281024	0.005322	0.005743	0.027138	1.535433	1.730984	1.42724	0.367159	3.205363	24.254291	2.538821	9.221796	0.010733	0.010287
5.903865	11.270538	0.004245	0.004985	0.023072	1.162721	1.3526	1.638826	0.470853	3.676432	23.471312	1.957779	10.312296	0.004989	0.008901
5.327638	11.86884	0.006507	0.006052	0.053436	1.345985	1.531045	1.768185	0.475732	4.22037	26.505394	1.983713	9.943311	0.008243	0.0103
1.499694	8.353597	0.008536	0.004598	0.058962	1.299588	1.506592	1.632175	0.377645	3.72386	25.975147	1.687582	9.068089	0.002824	0.009602
1.207035	7.500324	0.005258	0.00713	0.062522	1.422414	1.819333	1.651275	0.457667	3.223036	23.119111	2.147455	9.289682	0.004953	0.010371
4.304178	12.279069	0.005036	0.007495	0.060552	1.351199	1.836095	1.589525	0.454647	3.373923	16.986654	1.45907	9.139304	0.005717	0.010777
0.905168	4.403705	0.006678	0.003949	0.040641	1.612848	1.130908	1.678702	0.372958	3.177556	20.384906	2.09076	9.624031	0.003728	0.009876
3.977021	10.113569	0.001495	0.010479	0.091365	1.285211	1.381332	1.826376	0.534768	2.914773	17.23307	2.359631	10.35602	0.004682	0.010434
2.110542	8.184683	0.006289	0.002891	0.096268	1.320359	0.800962	1.566108	0.395735	2.81775	19.675694	1.978361	9.239353	0.006196	0.009462
0.604208	11.206907	0.009844	0.004101	0.088974	1.386489	1.054518	1.735246	0.328624	3.465233	11.703092	2.045319	9.891306	0.003171	0.01017
3.808548	6.079503	0.003252	0.003096	0.104927	1.432026	2.054079	1.794349	0.382301	2.870845	13.656305	2.274042	10.971557	0.009629	0.008557
5.612766	8.413852	0.006796	0.001804	0.086183	1.397595	1.289274	1.772182	0.314837	3.777494	20.94075	1.875542	10.542021	0.009051	0.010058
1.881535	9.860585	0.005444	0.002332	0.070303	1.20834	1.601153	1.710629	0.341663	4.092317	11.247804	2.417944	8.736155	0.001242	0.010577
5.106309	13.245845	0.005554	0.006578	0.072705	1.443412	1.270473	1.725223	0.472887	3.264642	13.216708	2.372968	8.174033	0.008447	0.009207
2.758849	9.757277	0.002691	0.008863	0.015733	1.281373	1.788757	1.600738	0.279444	2.57363	25.324631	2.065452	9.642105	0.003444	0.009315
2.423872	8.009502	0.003774	0.001402	0.046862	1.502286	1.890432	1.779029	0.46148	3.704216	17.481015	1.428092	11.524579	0.00228	0.011129
4.233318	9.442156	0.008651	0.006094	0.036755	1.148411	1.366448	1.577253	0.416388	3.328781	17.873899	1.847046	8.043329	0.003797	0.009067
